path,name,internal_id,relative_path,type,size
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2013/Oficios_Recebidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2013/Secretaria_de_Estado_de_Casa_Civil,Of_da_Casa_Civil_sobre_pedido_de_reuniao_em_Diamantina-_03-11-13.pdf,43223822695842665068384800760301375238,43/22/38,application/pdf,3254608
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2013/Oficios_Recebidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2013/Secretaria_de_Estado_de_Casa_Civil,license.txt,124655684232399687273813375181840576138,12/46/55,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2013/Oficios_Recebidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2013/Secretaria_de_Estado_de_Casa_Civil,Of_da_Casa_Civil_sobre_Reg._Interno-_19-11-13.pdf,35326979685345484234049646961642926080,35/32/69,application/pdf,2092683
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2013/Oficios_Recebidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2013/Secretaria_de_Estado_de_Casa_Civil,license.txt,132904170035421591517579649692135848529,13/29/04,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2013/Oficios_Recebidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2013/Secretaria_de_Estado_de_Casa_Civil,Of_da_Casa_Civil_sobre_Reuniao_com_Sec_de_Cultura-_13-11-13.pdf,167512195691558962267528402386971860617,16/75/12,application/pdf,10676671
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2013/Oficios_Recebidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2013/Secretaria_de_Estado_de_Casa_Civil,license.txt,19024976782568081650508972336927312984,19/02/49,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2013/Oficios_Recebidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2013/Comissao_Nacional_da_Verdade_-_CNV,Of_da_CNV_convite_Aud._Publica_na_OAB-_18-11-13.pdf,21981875569908821688860126121957571605,21/98/18,application/pdf,393300
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2013/Oficios_Recebidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2013/Comissao_Nacional_da_Verdade_-_CNV,license.txt,119370851986017836572661673993001248942,11/93/70,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2013/Oficios_Recebidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2013/Secretaria-_Geral_da_Governadoria_de_Minas_Gerais,Of_encaminhando_indicacao_da_Covemg_para_o_evento_da_CNV-_24-09-13.pdf,155535915900082631200602174443961937483,15/55/35,application/pdf,3500953
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2013/Oficios_Recebidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2013/Secretaria-_Geral_da_Governadoria_de_Minas_Gerais,license.txt,143064946371716112022647106309361995279,14/30/64,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2013/Oficios_Recebidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2013/Secretaria_de_Estado_de_Casa_Civil,Of_da_Casa_Civil_sobre_confeccao_de_cartoes_de_visita_20.11.13.pdf,168308207781771318166585831446635419918,16/83/08,application/pdf,990870
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2013/Oficios_Recebidos_pela_Comissao_da_Verdade_em_Minas_Gerais_2013/Secretaria_de_Estado_de_Casa_Civil,license.txt,140125914959017064035924487686859141258,14/01/25,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_13o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_13_reuniao_da_Covemg_08.01.14.pdf,115236565060956002669099950551978158504,11/52/36,application/pdf,6305755
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_13o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,91023574392672682277261648518957132458,91/02/35,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_14o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_14_reuniao_da_Covemg_05.02.14.pdf,106360503340697957360817217445276539759,10/63/60,application/pdf,6404072
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_14o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,105638267063991848334172565095332984440,10/56/38,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_15o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_15_reuniao_da_Covemg_12..02.14.pdf,138873176332380573702324284319206070527,13/88/73,application/pdf,4402330
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_15o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,26323431378119246493361690106130889628,26/32/34,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_16o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_16_reuniao_da_Covemg_17.02.14.pdf,45770559092685700388499851579115982711,45/77/05,application/pdf,3016172
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_16o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,51527391930641008683467504492235874027,51/52/73,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_17o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_17_reuniao_da_Covemg_19..02.14.pdf,139235637582000336663019923494200196257,13/92/35,application/pdf,4960878
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_17o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,122843271435922449363279341147916997424,12/28/43,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_18o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_18_reuniao_da_Covemg_26.02.14.pdf,117254953342134120072986580241267735150,11/72/54,application/pdf,2346447
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_18o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,166626606298392089688093225660793218350,16/66/26,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_19o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,94780859337062311905002959150435383722,94/78/08,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_19o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,142793894855401697016790961006752811569,14/27/93,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_19o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_19_reuniao_da_Covemg_19.03.14.pdf,128184248197247325127335714913568717378,12/81/84,application/pdf,3661707
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_20o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_20_reuniao_da_Covemg_25.03.14.pdf,152880308441801351509155714514351199537,15/28/80,application/pdf,2751195
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_20o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,31375240377705816432896405825563873798,31/37/52,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_21o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_21_reuniao_da_Covemg_02.04.14.pdf,128656524219532744581512202652991101834,12/86/56,application/pdf,3194888
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_21o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,97404068098625783232373149449248695952,97/40/40,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_22o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_22_reuniao_da_Covemg_09.04.14.pdf,49063166919016423296160632146539837930,49/06/31,application/pdf,3111066
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_22o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,92149959390164807662847357948529897003,92/14/99,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_23o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_23_reuniao_da_Covemg_23.04.14.pdf,87297641659958564375987685322310691521,87/29/76,application/pdf,2673062
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_23o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,139990233251326919687629709390602347707,13/99/90,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_24o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_24_reuniao_da_Covemg_30.04.14.pdf,5008973230887021337881616854320206069,50/08/97,application/pdf,3384801
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_24o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,49682155398629625800456495042648960027,49/68/21,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_25o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,130852865736835104995476902818583629399,13/08/52,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_25o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_25_reuniao_da_Covemg_07.05.14.pdf,26137449462735879806070632565222490896,26/13/74,application/pdf,3387472
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_26o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_26_reuniao_da_Covemg_14.05.14.pdf,667115156130241742741122286472469666,66/71/15,application/pdf,4253779
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_26o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,83561773468221826647172783849946354068,83/56/17,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_27o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_27_reuniao_da_Covemg_21.05.14.pdf,135533107423645522555527595416402602960,13/55/33,application/pdf,3838481
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_27o_reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,49922746794660978278931145054198604209,49/92/27,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_28o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_28_reuniao_da_Covemg_28.05.14.pdf,44259139094034441862977198398412998299,44/25/91,application/pdf,4044068
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_28o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,110168052609511937804368784142338941192,11/01/68,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_29o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_29_reuniao_da_Covemg_11.06.14.pdf,141121069228021577904736111514284175373,14/11/21,application/pdf,3102260
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_29o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,42024364352997567542913500879926970903,42/02/43,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_30o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_30_reuniao_da_Covemg_18.06.14.pdf,18692417121779039729227872545679884568,18/69/24,application/pdf,3104667
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_30o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,104758120151146459846428678112361558154,10/47/58,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_31o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_31_reuniao_da_Covemg_25.06.14.pdf,163286004262422629187567939170930783963,16/32/86,application/pdf,3968008
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_31o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,63884815123407195778312613493281601905,63/88/48,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_32o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_32_reuniao_da_Covemg_02.07.14.pdf,37811092376256532409540744381376845844,37/81/10,application/pdf,4589418
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_32o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,66400410989893477653903113809770637118,66/40/04,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_33o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_33_reuniao_da_Covemg_09.07.14.pdf,35561323923308625434174322052708849217,35/56/13,application/pdf,3059143
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_33o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,9902296380933741866990589447219417571,99/02/29,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_34o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_34_reuniao_da_Covemg_16.07.14.pdf,124754619837111352584556430614987307334,12/47/54,application/pdf,3634163
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_34o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,120020291259202525123771675479506249496,12/00/20,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_35o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_35_reuniao_da_Covemg_23.07.14.pdf,15883206615512802012451902941025532516,15/88/32,application/pdf,2490463
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_35o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,11106900803915453761140541892809157052,11/10/69,text/plain; charset=utf-8,1748
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_36o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,Ata_da_36_reuniao_da_Covemg_30.07.14.pdf,112644103589560532169114424833380301454,11/26/44,application/pdf,3523641
/home/tiagoslg/projects/dspace-covemg/DSpace_COVEMG/01._A_COMISSAO_DA_VERDADE_EM_MINAS_GERAIS__HISTORIA_E_ATUACAO/Comissao_da_Verdade_em_Minas_Gerais_2014/Atas_das_reunioes_ordinarias_do_Pleno_2014/Ata_da_36o_Reuniao_da_Comissao_da_Verdade_em_Minas_Gerais,license.txt,86766146081018308271682890293007855215,86/76/61,text/plain; charset=utf-8,1748
